meta_review	first_author_meta	year_meta	Link_MA	amstar	amstar_rank	intervention_type	intervention_general	intervention_precise	intervention_comment	intervention_label	duration_month	dose	dose_unit	setting	sett_home	sett_clin	sett_class	intervention_imp	parent_imp	prof_imp	tech_imp	outcome_general	outcome_precise	outcome_type	outcome_measure	outcome_test	outcome_observation	outcome_report	link_cct	author	year	design	measure	n_cases	n_controls	multiple_es	reverse_es	value	se	ci_lo	ci_up	mean_cases	sd_cases	mean_controls	sd_controls	mean_change_cases	sd_change_cases	mean_change_controls	sd_change_controls	n_cases_exp	n_exp	n_cases_nexp	n_nexp	n_controls_exp	n_controls_nexp	rob	design_num	low_RoB_num	random_num	attrition_num	reporting_num	blinding_num	RoB_SeqGen	RoB_Conceal	RoB_BlindPers	RoB_BlindOut	RoB_Attrition	RoB_Reporting	type_comp	active_controls	perc_female	mean_age	mean_IQ	available_age	available_IQ	available_control	available_rob	country	continent	diagnostic_criteria	AMS_1_PICO	AMS_2_protocol	AMS_3_selection	AMS_4_search	AMS_5_screening_duplicate	AMS_6_extraction_duplicate	AMS_7_excluded	AMS_8_description	AMS_9_RoB	AMS_10_funding_primary	AMS_11_stat	AMS_12_MA_RoB	AMS_13_interpreting_RoB	AMS_14_heterogeneity	AMS_15_publication_bias	AMS_16_CoI	n_tot	id_row	paper	trial_id	Duration_cct	IQ_cct	Age_cct	min_age_meta	max_age_meta	min_IQ_meta	max_IQ_meta	n_cct_intervention	n_outcome_intervention	outcome_intervention	n_meta_intervention	meta_intervention	URL_meta	min_age_intervention	max_age_intervention	min_IQ_intervention	max_IQ_intervention
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Contextual Intervention Adapted for Autism Spectrum Disorder	0	0	0			100		Adaptive behaviors		Observation	Canadian Occupational Performance Measure Performance at Post	0	100	0	https://pubmed.ncbi.nlm.nih.gov/31645864/	Azari	2019	RCT	SMD	16	17	outcomes		1.0565		0.3278	1.7852															high	100	0	0	100	100	0	high	high	high	high	low	low	NA ()		21.22	6.82		1	0	0	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	33	1439	Sandbank (2023)	Azari_2019			6-12 yo	5.983333	6.82	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Contextual Intervention Adapted for Autism Spectrum Disorder	0	0	0			100		Adaptive behaviors		Observation	Canadian Occupational Performance Measure Performance at Follow-up	0	100	0	https://pubmed.ncbi.nlm.nih.gov/31645864/	Azari	2019	RCT	SMD	16	17	outcomes		1.5545		0.7756	2.3334															high	100	0	0	100	100	0	high	high	high	high	low	low	NA ()		21.22	6.82		1	0	0	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	33	1440	Sandbank (2023)	Azari_2019			6-12 yo	5.983333	6.82	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Contextual Intervention Adapted for Autism Spectrum Disorder	0	0	0			100		Adaptive behaviors		Observation	COPM Satisfaction at Post	0	100	0	https://pubmed.ncbi.nlm.nih.gov/31645864/	Azari	2019	RCT	SMD	16	17	outcomes		1.2135		0.4707	1.9564															high	100	0	0	100	100	0	high	high	high	high	low	low	NA ()		21.22	6.82		1	0	0	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	33	1441	Sandbank (2023)	Azari_2019			6-12 yo	5.983333	6.82	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Contextual Intervention Adapted for Autism Spectrum Disorder	0	0	0			100		Adaptive behaviors		Observation	COPM Satisfaction at Follow-up	0	100	0	https://pubmed.ncbi.nlm.nih.gov/31645864/	Azari	2019	RCT	SMD	16	17	outcomes		1.5798		0.7979	2.3617															high	100	0	0	100	100	0	high	high	high	high	low	low	NA ()		21.22	6.82		1	0	0	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	33	1442	Sandbank (2023)	Azari_2019			6-12 yo	5.983333	6.82	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Contextual Intervention Adapted for Autism Spectrum Disorder	0	0	0			100		Sensory Profile		Observation	Goal Attainment Scaling at Post	0	100	0	https://pubmed.ncbi.nlm.nih.gov/31645864/	Azari	2019	RCT	SMD	16	17	outcomes		3.2695		2.2263	4.3127															high	100	0	0	100	100	0	high	high	high	high	low	low	NA ()		21.22	6.82		1	0	0	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	33	1443	Sandbank (2023)	Azari_2019			6-12 yo	4.358333	6.82	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Contextual Intervention Adapted for Autism Spectrum Disorder	0	0	0			100		Sensory Profile		Observation	Goal Attainment Scaling at Follow-up	0	100	0	https://pubmed.ncbi.nlm.nih.gov/31645864/	Azari	2019	RCT	SMD	16	17	outcomes		2.8663		1.8946	3.8381															high	100	0	0	100	100	0	high	high	high	high	low	low	NA ()		21.22	6.82		1	0	0	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	33	1444	Sandbank (2023)	Azari_2019			6-12 yo	4.358333	6.82	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Home-based Sensory Intervention	100	0	0			100		Sensory Profile		Observation	Parent-rated 10 item Likert Scales (PRILS-10)	0	100	0	https://doi.org/10.1007/s12098-018-2747-4	Padmanabha	2019	RCT	SMD	21	19			1.4934		0.7918	2.1950															high	100	0	100	100	100	0	low	low	high	high	low	low	WLC ()	0	15	4.358333		1	0	1	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	40	1445	Sandbank (2023)	Padmanabha_2019			< 6 yo	4.358333	6.82	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Home-based Sensory Intervention	100	0	0			100		Social-communication		Report	PedsQL Emotional Functioning	0	0	100	https://doi.org/10.1007/s12098-018-2747-4	Padmanabha	2019	RCT	SMD	21	19	outcomes		0.0579		-0.5628	0.6786															high	100	0	100	100	100	0	low	low	high	high	low	low	WLC ()	0	15	4.358333		1	0	1	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	40	1446	Sandbank (2023)	Padmanabha_2019			< 6 yo	4.358333	5.983333	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	SENS	SENS						Home-based Sensory Intervention	100	0	0			100		Social-communication		Report	PedsQL Social Functioning	0	0	100	https://doi.org/10.1007/s12098-018-2747-4	Padmanabha	2019	RCT	SMD	21	19	outcomes		0.8364		0.1894	1.4835															high	100	0	100	100	100	0	low	low	high	high	low	low	WLC ()	0	15	4.358333		1	0	1	1				1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	40	1447	Sandbank (2023)	Padmanabha_2019			< 6 yo	4.358333	5.983333	Inf	-Inf	19	6	Overall ASD symptoms | Global cognition (IQ) | Sensory Profile | Language (Overall skills) | Adaptive behaviors | Social-communication	2	Li (2018) | Sandbank (2023)	https://doi.org/10.1042/BSR20181412 | https://doi.org/10.1136/bmj-2023-076733	4	6.82	Inf	-Inf
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Overall ASD symptoms		Observation	CARS Total Score	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17			-0.2208		-0.8771	0.4356															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1448	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.583333	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	CARS Relationship to people	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.5000		-1.1644	0.1644															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1449	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	CARS Imitation	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.3511		-1.0105	0.3082															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1450	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	CARS Emotional Response	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		0.5920		-0.0764	1.2605															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1451	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Restricted/repetitive behaviors		Observation	CARS Body Use	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.1179		-0.7727	0.5370															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1452	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Restricted/repetitive behaviors		Observation	CARS Object Use	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.6669		-1.3391	0.0053															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1453	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	CARS Adaptation to change	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.2460		-0.9028	0.4108															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1454	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	CARS Visual Response	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.2500		-0.9069	0.4069															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1455	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	CARS Listening Response	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		0.0000		-0.6543	0.6543															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1456	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Restricted/repetitive behaviors		Observation	CARS Taste-Smell-Touch Response and Use	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.2500		-0.9069	0.4069															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1457	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	Fear and Nervousness	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		0.2500		-0.4069	0.9069															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1458	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	Verbal Communication	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.6667		-1.3389	0.0055															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1459	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	Nonverbal Communication	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.2357		-0.8923	0.4209															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1460	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Restricted/repetitive behaviors		Observation	Activity Level	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		0.0000		-0.6543	0.6543															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1461	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
Sandbank (2023)	Sandbank	2023	https://doi.org/10.1136/bmj-2023-076733	5.0	Low	Complementary	MUSIC	MUSIC			7.36478711	0.5	hour/week	Music therapy	0	0	0			100		Social-communication		Observation	Level and Consistency of Intellectual Response	0	100	0	10.1016/j.psychres.2020.113377	Rabeyron	2020	RCT	SMD	19	17	outcomes		-0.3748		-1.0349	0.2852															low	100	100	100	100	100	100	low	low	high	low	low	low	Non-therapeutic ()	0	13.9	5.133333		1	0	1	1	France	Europe	CARS	1	1	0	1.0	1.0	1	0.0	1.0	1.0	1	1	1	1	1	1	1	36	1462	Sandbank (2023)	Rabeyron_2020	7-12 months		< 6 yo	3.783333	7.616667	Inf	-Inf	20	7	Social-communication | Quality of life | Overall ASD symptoms | Adaptive behaviors | Disruptive behaviors | Language (Overall skills) | Restricted/repetitive behaviors	4	Geretsegger (2022) | Ke (2022) | Maw (2018) | Sandbank (2023)	https://doi.org/10.1002/14651858.CD004381.pub4. | https://doi.org/10.3389/fpsyt.2022.905113 | https://doi.org/10.1016/j.heliyon.2018.e00763 | https://doi.org/10.1136/bmj-2023-076733	3.783333	25	98	98
